# RANKING DE NODOS PARA ETIQUETA: hasModerator
# Total de nodos con conexiones salientes: 13750
# Formato: Posición,NodeID,Conexiones_Salientes
# Generado automáticamente desde: MillenniumDB/data/ldbc/01/edges.txt
# ============================================================

242,f241,1
243,f242,1
244,f243,1
245,f244,1
246,f245,1
247,f246,1
248,f247,1
249,f248,1
250,f249,1
251,f250,1
252,f251,1
253,f252,1
254,f253,1
255,f254,1
256,f255,1
257,f256,1
258,f257,1
259,f258,1
260,f259,1
261,f260,1
262,f261,1
263,f262,1
264,f263,1
265,f264,1
266,f265,1
267,f266,1
268,f267,1
269,f268,1
270,f269,1
271,f270,1
272,f271,1
273,f272,1
274,f273,1
275,f274,1
276,f275,1
277,f276,1
278,f277,1
279,f278,1
280,f279,1
281,f280,1
282,f281,1
283,f282,1
284,f283,1
285,f284,1
286,f285,1
287,f286,1
288,f287,1
289,f288,1
290,f289,1
291,f290,1
292,f291,1
293,f292,1
294,f293,1
295,f294,1
296,f295,1
297,f296,1
298,f297,1
299,f298,1
300,f299,1
301,f300,1
302,f301,1
303,f302,1
304,f303,1
305,f304,1
306,f305,1
307,f306,1
308,f307,1
309,f308,1
310,f309,1
311,f310,1
312,f311,1
313,f312,1
314,f313,1
315,f314,1
316,f315,1
317,f316,1
318,f317,1
319,f318,1
320,f319,1
321,f320,1
322,f321,1
323,f322,1
324,f323,1
325,f324,1
326,f325,1
327,f326,1
328,f327,1
329,f328,1
330,f329,1
331,f330,1
332,f331,1
333,f332,1
334,f333,1
335,f334,1
336,f335,1
337,f336,1
338,f337,1
339,f338,1
340,f339,1
341,f340,1
342,f341,1
343,f342,1
344,f343,1
345,f344,1
346,f345,1
347,f346,1
348,f347,1
349,f348,1
350,f349,1
351,f350,1
352,f351,1
353,f352,1
354,f353,1
355,f354,1
356,f355,1
357,f356,1
358,f357,1
359,f358,1
360,f359,1
361,f360,1
362,f361,1
363,f362,1
364,f363,1
365,f364,1
366,f365,1
367,f366,1
368,f367,1
369,f368,1
370,f369,1
371,f370,1
372,f371,1
373,f372,1
374,f373,1
375,f374,1
376,f375,1
377,f376,1
378,f377,1
379,f378,1
380,f379,1
381,f380,1
382,f381,1
383,f382,1
384,f383,1
385,f384,1
386,f385,1
387,f386,1
388,f387,1
389,f388,1
390,f389,1
391,f390,1
392,f391,1
393,f392,1
394,f393,1
395,f394,1
396,f395,1
397,f396,1
398,f397,1
399,f398,1
400,f399,1
401,f400,1
402,f401,1
403,f402,1
404,f403,1
405,f404,1
406,f405,1
407,f406,1
408,f407,1
409,f408,1
410,f409,1
411,f410,1
412,f411,1
413,f412,1
414,f413,1
415,f414,1
416,f415,1
417,f416,1
418,f417,1
419,f418,1
420,f419,1
421,f420,1
422,f421,1
423,f422,1
424,f423,1
425,f424,1
426,f425,1
427,f426,1
428,f427,1
429,f428,1
430,f429,1
431,f430,1
432,f431,1
433,f432,1
434,f433,1
435,f434,1
436,f435,1
437,f436,1
438,f437,1
439,f438,1
440,f439,1
441,f440,1
442,f441,1
443,f442,1
444,f443,1
445,f444,1
446,f445,1
447,f446,1
448,f447,1
449,f448,1
450,f449,1
451,f450,1
452,f451,1
453,f452,1
454,f453,1
455,f454,1
456,f455,1
457,f456,1
458,f457,1
459,f458,1
460,f459,1
461,f460,1
462,f461,1
463,f462,1
464,f463,1
465,f464,1
466,f465,1
467,f466,1
468,f467,1
469,f468,1
470,f469,1
471,f470,1
472,f471,1
473,f472,1
474,f473,1
475,f474,1
476,f475,1
477,f476,1
478,f477,1
479,f478,1
480,f479,1
481,f480,1
482,f481,1
483,f482,1
484,f483,1
485,f484,1
486,f485,1
487,f486,1
488,f487,1
489,f488,1
490,f489,1
491,f490,1
492,f491,1
493,f492,1
494,f493,1
495,f494,1
496,f495,1
497,f496,1
498,f497,1
499,f498,1
500,f499,1
501,f500,1
502,f501,1
503,f502,1
504,f503,1
505,f504,1
506,f505,1
507,f506,1
508,f507,1
509,f508,1
510,f509,1
511,f510,1
512,f511,1
513,f512,1
514,f513,1
515,f514,1
516,f515,1
517,f516,1
518,f517,1
519,f518,1
520,f519,1
521,f520,1
522,f521,1
523,f522,1
524,f523,1
525,f524,1
526,f525,1
527,f526,1
528,f527,1
529,f528,1
530,f529,1
531,f530,1
532,f531,1
533,f532,1
534,f533,1
535,f534,1
536,f535,1
537,f536,1
538,f537,1
539,f538,1
540,f539,1
541,f540,1
542,f541,1
543,f542,1
544,f543,1
545,f544,1
546,f545,1
547,f546,1
548,f547,1
549,f548,1
550,f549,1
551,f550,1
552,f551,1
553,f552,1
554,f553,1
555,f554,1
556,f555,1
557,f556,1
558,f557,1
559,f558,1
560,f559,1
561,f560,1
562,f561,1
563,f562,1
564,f563,1
565,f564,1
566,f565,1
567,f566,1
568,f567,1
569,f568,1
570,f569,1
571,f570,1
572,f571,1
573,f572,1
574,f573,1
575,f574,1
576,f575,1
577,f576,1
578,f577,1
579,f578,1
580,f579,1
581,f580,1
582,f581,1
583,f582,1
584,f583,1
585,f584,1
586,f585,1
587,f586,1
588,f587,1
589,f588,1
590,f589,1
591,f590,1
592,f591,1
593,f592,1
594,f593,1
595,f594,1
596,f595,1
597,f596,1
598,f597,1
599,f598,1
600,f599,1
601,f600,1
602,f601,1
603,f602,1
604,f603,1
605,f604,1
606,f605,1
607,f606,1
608,f607,1
609,f608,1
610,f609,1
611,f610,1
612,f611,1
613,f612,1
614,f613,1
615,f614,1
616,f615,1
617,f616,1
618,f617,1
619,f618,1
620,f619,1
621,f620,1
622,f621,1
623,f622,1
624,f623,1
625,f624,1
626,f625,1
627,f626,1
628,f627,1
629,f628,1
630,f629,1
631,f630,1
632,f631,1
633,f632,1
634,f633,1
635,f634,1
636,f635,1
637,f636,1
638,f637,1
639,f638,1
640,f639,1
641,f640,1
642,f641,1
643,f642,1
644,f643,1
645,f644,1
646,f645,1
647,f646,1
648,f647,1
649,f648,1
650,f649,1
651,f650,1
652,f651,1
653,f652,1
654,f653,1
655,f654,1
656,f655,1
657,f656,1
658,f657,1
659,f658,1
660,f659,1
661,f660,1
662,f661,1
663,f662,1
664,f663,1
665,f664,1
666,f665,1
667,f666,1
668,f667,1
669,f668,1
670,f669,1
671,f670,1
672,f671,1
673,f672,1
674,f673,1
675,f674,1
676,f675,1
677,f676,1
678,f677,1
679,f678,1
680,f679,1
681,f680,1
682,f681,1
683,f682,1
684,f683,1
685,f684,1
686,f685,1
687,f686,1
688,f687,1
689,f688,1
690,f689,1
691,f690,1
692,f691,1
693,f692,1
694,f693,1
695,f694,1
696,f695,1
697,f696,1
698,f697,1
699,f698,1
700,f699,1
701,f700,1
702,f701,1
703,f702,1
704,f703,1
705,f704,1
706,f705,1
707,f706,1
708,f707,1
709,f708,1
710,f709,1
711,f710,1
712,f711,1
713,f712,1
714,f713,1
715,f714,1
716,f715,1
717,f716,1
718,f717,1
719,f718,1
720,f719,1
721,f720,1
722,f721,1
723,f722,1
724,f723,1
725,f724,1
726,f725,1
727,f726,1
728,f727,1
729,f728,1
730,f729,1
731,f730,1
732,f731,1
733,f732,1
734,f733,1
735,f734,1
736,f735,1
737,f736,1
738,f737,1
739,f738,1
740,f739,1
741,f740,1
742,f741,1
743,f742,1
744,f743,1
745,f744,1
746,f745,1
747,f746,1
748,f747,1
749,f748,1
750,f749,1
751,f750,1
752,f751,1
753,f752,1
754,f753,1
755,f754,1
756,f755,1
757,f756,1
758,f757,1
759,f758,1
760,f759,1
761,f760,1
762,f761,1
763,f762,1
764,f763,1
765,f764,1
766,f765,1
767,f766,1
768,f767,1
769,f768,1
770,f769,1
771,f770,1
772,f771,1
773,f772,1
774,f773,1
775,f774,1
776,f775,1
777,f776,1
778,f777,1
779,f778,1
780,f779,1
781,f780,1
782,f781,1
783,f782,1
784,f783,1
785,f784,1
786,f785,1
787,f786,1
788,f787,1
789,f788,1
790,f789,1
791,f790,1
792,f791,1
793,f792,1
794,f793,1
795,f794,1
796,f795,1
797,f796,1
798,f797,1
799,f798,1
800,f799,1
801,f800,1
802,f801,1
803,f802,1
804,f803,1
805,f804,1
806,f805,1
807,f806,1
808,f807,1
809,f808,1
810,f809,1
811,f810,1
812,f811,1
813,f812,1
814,f813,1
815,f814,1
816,f815,1
817,f816,1
818,f817,1
819,f818,1
820,f819,1
821,f820,1
822,f821,1
823,f822,1
824,f823,1
825,f824,1
826,f825,1
827,f826,1
828,f827,1
829,f828,1
830,f829,1
831,f830,1
832,f831,1
833,f832,1
834,f833,1
835,f834,1
836,f835,1
837,f836,1
838,f837,1
839,f838,1
840,f839,1
841,f840,1
842,f841,1
843,f842,1
844,f843,1
845,f844,1
846,f845,1
847,f846,1
848,f847,1
849,f848,1
850,f849,1
851,f850,1
852,f851,1
853,f852,1
854,f853,1
855,f854,1
856,f855,1
857,f856,1
858,f857,1
859,f858,1
860,f859,1
861,f860,1
862,f861,1
863,f862,1
864,f863,1
865,f864,1
866,f865,1
867,f866,1
868,f867,1
869,f868,1
870,f869,1
871,f870,1
872,f871,1
873,f872,1
874,f873,1
875,f874,1
876,f875,1
877,f876,1
878,f877,1
879,f878,1
880,f879,1
881,f880,1
882,f881,1
883,f882,1
884,f883,1
885,f884,1
886,f885,1
887,f886,1
888,f887,1
889,f888,1
890,f889,1
891,f890,1
892,f891,1
893,f892,1
894,f893,1
895,f894,1
896,f895,1
897,f896,1
898,f897,1
899,f898,1
900,f899,1
901,f900,1
902,f901,1
903,f902,1
904,f903,1
905,f904,1
906,f905,1
907,f906,1
908,f907,1
909,f908,1
910,f909,1
911,f910,1
912,f911,1
913,f912,1
914,f913,1
915,f914,1
916,f915,1
917,f916,1
918,f917,1
919,f918,1
920,f919,1
921,f920,1
922,f921,1
923,f922,1
924,f923,1
925,f924,1
926,f925,1
927,f926,1
928,f927,1
929,f928,1
930,f929,1
931,f930,1
932,f931,1
933,f932,1
934,f933,1
935,f934,1
936,f935,1
937,f936,1
938,f937,1
939,f938,1
940,f939,1
941,f940,1
942,f941,1
943,f942,1
944,f943,1
945,f944,1
946,f945,1
947,f946,1
948,f947,1
949,f948,1
950,f949,1
951,f950,1
952,f951,1
953,f952,1
954,f953,1
955,f954,1
956,f955,1
957,f956,1
958,f957,1
959,f958,1
960,f959,1
961,f960,1
962,f961,1
963,f962,1
964,f963,1
965,f964,1
966,f965,1
967,f966,1
968,f967,1
969,f968,1
970,f969,1
971,f970,1
972,f971,1
973,f972,1
974,f973,1
975,f974,1
976,f975,1
977,f976,1
978,f977,1
979,f978,1
980,f979,1
981,f980,1
982,f981,1
983,f982,1
984,f983,1
985,f984,1
986,f985,1
987,f986,1
988,f987,1
989,f988,1
990,f989,1
991,f990,1
992,f991,1
993,f992,1
994,f993,1
995,f994,1
996,f995,1
997,f996,1
998,f997,1
999,f998,1
1000,f999,1
1001,f1000,1
1002,f1001,1
1003,f1002,1
1004,f1003,1
1005,f1004,1
1006,f1005,1
1007,f1006,1
1008,f1007,1
1009,f1008,1
1010,f1009,1
1011,f1010,1
1012,f1011,1
1013,f1012,1
1014,f1013,1
1015,f1014,1
1016,f1015,1
1017,f1016,1
1018,f1017,1
1019,f1018,1
1020,f1019,1
1021,f1020,1
1022,f1021,1
1023,f1022,1
1024,f1023,1
1025,f1024,1
1026,f1025,1
1027,f1026,1
1028,f1027,1
1029,f1028,1
1030,f1029,1
1031,f1030,1
1032,f1031,1
1033,f1032,1
1034,f1033,1
1035,f1034,1
1036,f1035,1
1037,f1036,1
1038,f1037,1
1039,f1038,1
1040,f1039,1
1041,f1040,1
1042,f1041,1
1043,f1042,1
1044,f1043,1
1045,f1044,1
1046,f1045,1
1047,f1046,1
1048,f1047,1
1049,f1048,1
1050,f1049,1
1051,f1050,1
1052,f1051,1
1053,f1052,1
1054,f1053,1
1055,f1054,1
1056,f1055,1
1057,f1056,1
1058,f1057,1
1059,f1058,1
1060,f1059,1
1061,f1060,1
1062,f1061,1
1063,f1062,1
1064,f1063,1
1065,f1064,1
1066,f1065,1
1067,f1066,1
1068,f1067,1
1069,f1068,1
1070,f1069,1
1071,f1070,1
1072,f1071,1
1073,f1072,1
1074,f1073,1
1075,f1074,1
1076,f1075,1
1077,f1076,1
1078,f1077,1
1079,f1078,1
1080,f1079,1
1081,f1080,1
1082,f1081,1
1083,f1082,1
1084,f1083,1
1085,f1084,1
1086,f1085,1
1087,f1086,1
1088,f1087,1
1089,f1088,1
1090,f1089,1
1091,f1090,1
1092,f1091,1
1093,f1092,1
1094,f1093,1
1095,f1094,1
1096,f1095,1
1097,f1096,1
1098,f1097,1
1099,f1098,1
1100,f1099,1
1101,f1100,1
1102,f1101,1
1103,f1102,1
1104,f1103,1
1105,f1104,1
1106,f1105,1
1107,f1106,1
1108,f1107,1
1109,f1108,1
1110,f1109,1
1111,f1110,1
1112,f1111,1
1113,f1112,1
1114,f1113,1
1115,f1114,1
1116,f1115,1
1117,f1116,1
1118,f1117,1
1119,f1118,1
1120,f1119,1
1121,f1120,1
1122,f1121,1
1123,f1122,1
1124,f1123,1
1125,f1124,1
1126,f1125,1
1127,f1126,1
1128,f1127,1
1129,f1128,1
1130,f1129,1
1131,f1130,1
1132,f1131,1
1133,f1132,1
1134,f1133,1
1135,f1134,1
1136,f1135,1
1137,f1136,1
1138,f1137,1
1139,f1138,1
1140,f1139,1
1141,f1140,1
1142,f1141,1
1143,f1142,1
1144,f1143,1
1145,f1144,1
1146,f1145,1
1147,f1146,1
1148,f1147,1
1149,f1148,1
1150,f1149,1
1151,f1150,1
1152,f1151,1
1153,f1152,1
1154,f1153,1
1155,f1154,1
1156,f1155,1
1157,f1156,1
1158,f1157,1
1159,f1158,1
1160,f1159,1
1161,f1160,1
1162,f1161,1
1163,f1162,1
1164,f1163,1
1165,f1164,1
1166,f1165,1
1167,f1166,1
1168,f1167,1
1169,f1168,1
1170,f1169,1
1171,f1170,1
1172,f1171,1
1173,f1172,1
1174,f1173,1
1175,f1174,1
1176,f1175,1
1177,f1176,1
1178,f1177,1
1179,f1178,1
1180,f1179,1
1181,f1180,1
1182,f1181,1
1183,f1182,1
1184,f1183,1
1185,f1184,1
1186,f1185,1
1187,f1186,1
1188,f1187,1
1189,f1188,1
1190,f1189,1
1191,f1190,1
1192,f1191,1
1193,f1192,1
1194,f1193,1
1195,f1194,1
1196,f1195,1
1197,f1196,1
1198,f1197,1
1199,f1198,1
1200,f1199,1
1201,f1200,1
1202,f1201,1
1203,f1202,1
1204,f1203,1
1205,f1204,1
1206,f1205,1
1207,f1206,1
1208,f1207,1
1209,f1208,1
1210,f1209,1
1211,f1210,1
1212,f1211,1
1213,f1212,1
1214,f1213,1
1215,f1214,1
1216,f1215,1
1217,f1216,1
1218,f1217,1
1219,f1218,1
1220,f1219,1
1221,f1220,1
1222,f1221,1
1223,f1222,1
1224,f1223,1
1225,f1224,1
1226,f1225,1
1227,f1226,1
1228,f1227,1
1229,f1228,1
1230,f1229,1
1231,f1230,1
1232,f1231,1
1233,f1232,1
1234,f1233,1
1235,f1234,1
1236,f1235,1
1237,f1236,1
1238,f1237,1
1239,f1238,1
1240,f1239,1
1241,f1240,1
1242,f1241,1
1243,f1242,1
1244,f1243,1
1245,f1244,1
1246,f1245,1
1247,f1246,1
1248,f1247,1
1249,f1248,1
1250,f1249,1
1251,f1250,1
1252,f1251,1
1253,f1252,1
1254,f1253,1
1255,f1254,1
1256,f1255,1
1257,f1256,1
1258,f1257,1
1259,f1258,1
1260,f1259,1
1261,f1260,1
1262,f1261,1
1263,f1262,1
1264,f1263,1
1265,f1264,1
1266,f1265,1
1267,f1266,1
1268,f1267,1
1269,f1268,1
1270,f1269,1
1271,f1270,1
1272,f1271,1
1273,f1272,1
1274,f1273,1
1275,f1274,1
1276,f1275,1
1277,f1276,1
1278,f1277,1
1279,f1278,1
1280,f1279,1
1281,f1280,1
1282,f1281,1
1283,f1282,1
1284,f1283,1
1285,f1284,1
1286,f1285,1
1287,f1286,1
1288,f1287,1
1289,f1288,1
1290,f1289,1
1291,f1290,1
1292,f1291,1
1293,f1292,1
1294,f1293,1
1295,f1294,1
1296,f1295,1
1297,f1296,1
1298,f1297,1
1299,f1298,1
1300,f1299,1
1301,f1300,1
1302,f1301,1
1303,f1302,1
1304,f1303,1
1305,f1304,1
1306,f1305,1
1307,f1306,1
1308,f1307,1
1309,f1308,1
1310,f1309,1
1311,f1310,1
1312,f1311,1
1313,f1312,1
1314,f1313,1
1315,f1314,1
1316,f1315,1
1317,f1316,1
1318,f1317,1
1319,f1318,1
1320,f1319,1
1321,f1320,1
1322,f1321,1
1323,f1322,1
1324,f1323,1
1325,f1324,1
1326,f1325,1
1327,f1326,1
1328,f1327,1
1329,f1328,1
1330,f1329,1
1331,f1330,1
1332,f1331,1
1333,f1332,1
1334,f1333,1
1335,f1334,1
1336,f1335,1
1337,f1336,1
1338,f1337,1
1339,f1338,1
1340,f1339,1
1341,f1340,1
1342,f1341,1
1343,f1342,1
1344,f1343,1
1345,f1344,1
1346,f1345,1
1347,f1346,1
1348,f1347,1
1349,f1348,1
1350,f1349,1
1351,f1350,1
1352,f1351,1
1353,f1352,1
1354,f1353,1
1355,f1354,1
1356,f1355,1
1357,f1356,1
1358,f1357,1
1359,f1358,1
1360,f1359,1
1361,f1360,1
1362,f1361,1
1363,f1362,1
1364,f1363,1
1365,f1364,1
1366,f1365,1
1367,f1366,1
1368,f1367,1
1369,f1368,1
1370,f1369,1
1371,f1370,1
1372,f1371,1
1373,f1372,1
1374,f1373,1
1375,f1374,1
1376,f1375,1
1377,f1376,1
1378,f1377,1
1379,f1378,1
1380,f1379,1
1381,f1380,1
1382,f1381,1
1383,f1382,1
1384,f1383,1
1385,f1384,1
1386,f1385,1
1387,f1386,1
1388,f1387,1
1389,f1388,1
1390,f1389,1
1391,f1390,1
1392,f1391,1
1393,f1392,1
1394,f1393,1
1395,f1394,1
1396,f1395,1
1397,f1396,1
1398,f1397,1
1399,f1398,1
1400,f1399,1
1401,f1400,1
1402,f1401,1
1403,f1402,1
1404,f1403,1
1405,f1404,1
1406,f1405,1
1407,f1406,1
1408,f1407,1
1409,f1408,1
1410,f1409,1
1411,f1410,1
1412,f1411,1
1413,f1412,1
1414,f1413,1
1415,f1414,1
1416,f1415,1
1417,f1416,1
1418,f1417,1
1419,f1418,1
1420,f1419,1
1421,f1420,1
1422,f1421,1
1423,f1422,1
1424,f1423,1
1425,f1424,1
1426,f1425,1
1427,f1426,1
1428,f1427,1
1429,f1428,1
1430,f1429,1
1431,f1430,1
1432,f1431,1
1433,f1432,1
1434,f1433,1
1435,f1434,1
1436,f1435,1
1437,f1436,1
1438,f1437,1
1439,f1438,1
1440,f1439,1
1441,f1440,1
1442,f1441,1
1443,f1442,1
1444,f1443,1
1445,f1444,1
1446,f1445,1
1447,f1446,1
1448,f1447,1
1449,f1448,1
1450,f1449,1
1451,f1450,1
1452,f1451,1
1453,f1452,1
1454,f1453,1
1455,f1454,1
1456,f1455,1
1457,f1456,1
1458,f1457,1
1459,f1458,1
1460,f1459,1
1461,f1460,1
1462,f1461,1
1463,f1462,1
1464,f1463,1
1465,f1464,1
1466,f1465,1
1467,f1466,1
1468,f1467,1
1469,f1468,1
1470,f1469,1
1471,f1470,1
1472,f1471,1
1473,f1472,1
1474,f1473,1
1475,f1474,1
1476,f1475,1
1477,f1476,1
1478,f1477,1
1479,f1478,1
1480,f1479,1
1481,f1480,1
1482,f1481,1
1483,f1482,1
1484,f1483,1
1485,f1484,1
1486,f1485,1
1487,f1486,1
1488,f1487,1
1489,f1488,1
1490,f1489,1
1491,f1490,1
1492,f1491,1
1493,f1492,1
1494,f1493,1
1495,f1494,1
1496,f1495,1
1497,f1496,1
1498,f1497,1
1499,f1498,1
1500,f1499,1
1501,f1500,1
1502,f1501,1
1503,f1502,1
1504,f1503,1
1505,f1504,1
1506,f1505,1
1507,f1506,1
1508,f1507,1
1509,f1508,1
1510,f1509,1
1511,f1510,1
1512,f1511,1
1513,f1512,1
1514,f1513,1
1515,f1514,1
1516,f1515,1
1517,f1516,1
1518,f1517,1
1519,f1518,1
1520,f1519,1
1521,f1520,1
1522,f1521,1
1523,f1522,1
1524,f1523,1
1525,f1524,1
1526,f1525,1
1527,f1526,1
1528,f1527,1
1529,f1528,1
1530,f1529,1
1531,f1530,1
1532,f1531,1
1533,f1532,1
1534,f1533,1
1535,f1534,1
1536,f1535,1
1537,f1536,1
1538,f1537,1
1539,f1538,1
1540,f1539,1
1541,f1540,1
1542,f1541,1
1543,f1542,1
1544,f1543,1
1545,f1544,1
1546,f1545,1
1547,f1546,1
1548,f1547,1
1549,f1548,1
1550,f1549,1
1551,f1550,1
1552,f1551,1
1553,f1552,1
1554,f1553,1
1555,f1554,1
1556,f1555,1
1557,f1556,1
1558,f1557,1
1559,f1558,1
1560,f1559,1
1561,f1560,1
1562,f1561,1
1563,f1562,1
1564,f1563,1
1565,f1564,1
1566,f1565,1
1567,f1566,1
1568,f1567,1
1569,f1568,1
1570,f1569,1
1571,f1570,1
1572,f1571,1
1573,f1572,1
1574,f1573,1
1575,f1574,1
1576,f1575,1
1577,f1576,1
1578,f1577,1
1579,f1578,1
1580,f1579,1
1581,f1580,1
1582,f1581,1
1583,f1582,1
1584,f1583,1
1585,f1584,1
1586,f1585,1
1587,f1586,1
1588,f1587,1
1589,f1588,1
1590,f1589,1
1591,f1590,1
1592,f1591,1
1593,f1592,1
1594,f1593,1
1595,f1594,1
1596,f1595,1
1597,f1596,1
1598,f1597,1
1599,f1598,1
1600,f1599,1
1601,f1600,1
1602,f1601,1
1603,f1602,1
1604,f1603,1
1605,f1604,1
1606,f1605,1
1607,f1606,1
1608,f1607,1
1609,f1608,1
1610,f1609,1
1611,f1610,1
1612,f1611,1
1613,f1612,1
1614,f1613,1
1615,f1614,1
1616,f1615,1
1617,f1616,1
1618,f1617,1
1619,f1618,1
1620,f1619,1
1621,f1620,1
1622,f1621,1
1623,f1622,1
1624,f1623,1
1625,f1624,1
1626,f1625,1
1627,f1626,1
1628,f1627,1
1629,f1628,1
1630,f1629,1
1631,f1630,1
1632,f1631,1
1633,f1632,1
1634,f1633,1
1635,f1634,1
1636,f1635,1
1637,f1636,1
1638,f1637,1
1639,f1638,1
1640,f1639,1
1641,f1640,1
1642,f1641,1
1643,f1642,1
1644,f1643,1
1645,f1644,1
1646,f1645,1
1647,f1646,1
1648,f1647,1
1649,f1648,1
1650,f1649,1
1651,f1650,1
1652,f1651,1
1653,f1652,1
1654,f1653,1
1655,f1654,1
1656,f1655,1
1657,f1656,1
1658,f1657,1
1659,f1658,1
1660,f1659,1
1661,f1660,1
1662,f1661,1
1663,f1662,1
1664,f1663,1
1665,f1664,1
1666,f1665,1
1667,f1666,1
1668,f1667,1
1669,f1668,1
1670,f1669,1
1671,f1670,1
1672,f1671,1
1673,f1672,1
1674,f1673,1
1675,f1674,1
1676,f1675,1
1677,f1676,1
1678,f1677,1
1679,f1678,1
1680,f1679,1
1681,f1680,1
1682,f1681,1
1683,f1682,1
1684,f1683,1
1685,f1684,1
1686,f1685,1
1687,f1686,1
1688,f1687,1
1689,f1688,1
1690,f1689,1
1691,f1690,1
1692,f1691,1
1693,f1692,1
1694,f1693,1
1695,f1694,1
1696,f1695,1
1697,f1696,1
1698,f1697,1
1699,f1698,1
1700,f1699,1
1701,f1700,1
1702,f1701,1
1703,f1702,1
1704,f1703,1
1705,f1704,1
1706,f1705,1
1707,f1706,1
1708,f1707,1
1709,f1708,1
1710,f1709,1
1711,f1710,1
1712,f1711,1
1713,f1712,1
1714,f1713,1
1715,f1714,1
1716,f1715,1
1717,f1716,1
1718,f1717,1
1719,f1718,1
1720,f1719,1
1721,f1720,1
1722,f1721,1
1723,f1722,1
1724,f1723,1
1725,f1724,1
1726,f1725,1
1727,f1726,1
1728,f1727,1
1729,f1728,1
1730,f1729,1
1731,f1730,1
1732,f1731,1
1733,f1732,1
1734,f1733,1
1735,f1734,1
1736,f1735,1
1737,f1736,1
1738,f1737,1
1739,f1738,1
1740,f1739,1
1741,f1740,1
1742,f1741,1
1743,f1742,1
1744,f1743,1
1745,f1744,1
1746,f1745,1
1747,f1746,1
1748,f1747,1
1749,f1748,1
1750,f1749,1
1751,f1750,1
1752,f1751,1
